date,quiniela,period,position,result
2014-11-29,nacional,primera,1,8880
2014-11-29,nacional,primera,2,2007
2014-11-29,nacional,primera,3,2764
2014-11-29,nacional,primera,4,3840
2014-11-29,nacional,primera,5,4662
2014-11-29,nacional,primera,6,8105
2014-11-29,nacional,primera,7,3836
2014-11-29,nacional,primera,8,7655
2014-11-29,nacional,primera,9,3188
2014-11-29,nacional,primera,10,9154
2014-11-29,nacional,primera,11,3682
2014-11-29,nacional,primera,12,6630
2014-11-29,nacional,primera,13,1552
2014-11-29,nacional,primera,14,0027
2014-11-29,nacional,primera,15,5729
2014-11-29,nacional,primera,16,4254
2014-11-29,nacional,primera,17,9786
2014-11-29,nacional,primera,18,2575
2014-11-29,nacional,primera,19,4207
2014-11-29,nacional,primera,20,5177
2014-11-29,nacional,primera,Letras,CNYZ 
2014-12-01,nacional,primera,1,7566
2014-12-01,nacional,primera,2,7363
2014-12-01,nacional,primera,3,7501
2014-12-01,nacional,primera,4,2520
2014-12-01,nacional,primera,5,1269
2014-12-01,nacional,primera,6,7262
2014-12-01,nacional,primera,7,2419
2014-12-01,nacional,primera,8,7434
2014-12-01,nacional,primera,9,3133
2014-12-01,nacional,primera,10,5032
2014-12-01,nacional,primera,11,9080
2014-12-01,nacional,primera,12,9951
2014-12-01,nacional,primera,13,8860
2014-12-01,nacional,primera,14,2400
2014-12-01,nacional,primera,15,2444
2014-12-01,nacional,primera,16,0904
2014-12-01,nacional,primera,17,1756
2014-12-01,nacional,primera,18,7670
2014-12-01,nacional,primera,19,9872
2014-12-01,nacional,primera,20,9668
2014-12-01,nacional,primera,Letras,BHJR 
2014-12-02,nacional,primera,1,7612
2014-12-02,nacional,primera,2,6638
2014-12-02,nacional,primera,3,2686
2014-12-02,nacional,primera,4,6257
2014-12-02,nacional,primera,5,7901
2014-12-02,nacional,primera,6,2259
2014-12-02,nacional,primera,7,0081
2014-12-02,nacional,primera,8,1008
2014-12-02,nacional,primera,9,2738
2014-12-02,nacional,primera,10,8464
2014-12-02,nacional,primera,11,0064
2014-12-02,nacional,primera,12,8235
2014-12-02,nacional,primera,13,8009
2014-12-02,nacional,primera,14,6479
2014-12-02,nacional,primera,15,8467
2014-12-02,nacional,primera,16,5546
2014-12-02,nacional,primera,17,2686
2014-12-02,nacional,primera,18,4057
2014-12-02,nacional,primera,19,7634
